"Rank","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","BPM"
1,"Precious Achiuwa","C",22,"TOR",48,23,23.1,3.1,7.3,0.423,0.4,1.2,0.305,2.7,6.1,0.447,0.449,0.9,1.6,0.579,2.2,4.7,6.9,1.1,0.5,0.6,1,2,7.5,-3.2
488,"Collin Sexton","SG",23,"CLE",11,11,28.7,6.2,13.7,0.45,1,4.1,0.244,5.2,9.6,0.538,0.487,2.6,3.5,0.744,1.2,2.1,3.3,2.1,0.9,0,2.8,2.3,16,-3.9
88,"Kentavious Caldwell-Pope","SG",28,"WAS",55,55,29.4,4.2,10.2,0.41,2,5.2,0.38,2.2,5,0.44,0.506,1.3,1.4,0.899,0.5,2.9,3.4,1.7,1.1,0.4,1.2,1.7,11.6,-1.8
506,"Nik Stauskas","SG",28,"MIA",2,0,12,1.5,4,0.375,1,2,0.5,0.5,2,0.25,0.5,1.5,2,0.75,0.5,1,1.5,0.5,0,0,0,0.5,5.5,-1.2
343,"Caleb Martin","SF",26,"MIA",44,10,22.9,3.7,7.2,0.506,1,2.6,0.379,2.7,4.6,0.579,0.575,1.2,1.6,0.739,1.3,2.7,4,1,1,0.5,0.8,1.6,9.5,1.1
139,"Luka Dončić","PG",22,"DAL",44,44,35.4,9.7,21.7,0.449,2.8,8.3,0.335,7,13.4,0.52,0.513,5.3,7.3,0.731,0.9,8.3,9.2,9,1.1,0.5,4.4,2.4,27.5,7.7
283,"Nikola Jokić","C",26,"DEN",52,52,33,9.9,17.4,0.57,1.6,4.3,0.372,8.3,13.1,0.635,0.616,4.5,5.6,0.808,2.8,11,13.8,7.9,1.3,0.7,3.8,2.5,26,14
354,"CJ McCollum","SG",30,"TOT",41,41,35.4,8.4,18.9,0.447,3.1,8,0.389,5.3,10.9,0.49,0.53,1.5,2.1,0.718,1,3.5,4.5,4.6,1,0.5,2,2.1,21.5,1.2
68,"Malcolm Brogdon","PG",29,"IND",28,28,33.4,6.6,14.7,0.448,1.6,5.4,0.307,4.9,9.3,0.529,0.504,3.8,4.4,0.861,0.9,4.3,5.1,5.9,0.9,0.4,2.2,2,18.5,2.6
98,"Justin Champagnie","SF",20,"TOR",31,0,8.2,0.9,1.9,0.483,0.3,0.7,0.409,0.6,1.2,0.526,0.558,0.3,0.3,1,1.2,0.9,2.1,0.3,0.2,0.1,0.2,1,2.5,-1.8
395,"Abdel Nader","SF",28,"PHO",14,0,10.4,0.9,2.5,0.343,0.3,1,0.286,0.6,1.5,0.381,0.4,0.4,0.7,0.6,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,-5
491,"Pascal Siakam","PF",27,"TOR",44,44,37.8,8.5,17.1,0.495,1.1,3.1,0.348,7.4,14,0.528,0.527,3.9,5.3,0.738,2.1,6.6,8.7,5.2,1.3,0.7,2.8,3.5,21.9,3
580,"Dylan Windler","SF",25,"CLE",37,0,9.3,0.9,2.1,0.429,0.6,1.5,0.389,0.3,0.6,0.522,0.565,0.2,0.2,0.778,0.4,1.3,1.7,0.7,0.2,0.1,0.4,1,2.5,-0.7
361,"Rodney McGruder","SG",30,"DET",33,1,13.5,1.7,3.7,0.451,0.9,2.2,0.397,0.8,1.5,0.531,0.57,0.3,0.4,0.714,0.5,1.4,1.9,0.8,0.4,0.1,0.4,1,4.5,-2
55,"Bol Bol","PF",22,"DEN",14,0,5.8,1.1,1.9,0.556,0.1,0.3,0.25,1,1.6,0.609,0.574,0.1,0.4,0.4,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4,-0.9
461,"Davon Reed","SG",26,"DEN",29,3,13.8,1.6,3.3,0.474,0.8,1.8,0.434,0.8,1.4,0.524,0.595,0.1,0.2,0.8,0.3,2.2,2.5,1,0.6,0.1,0.3,1.4,4,0
294,"Cory Joseph","PG",30,"DET",47,21,24.4,2.8,6.2,0.452,1,2.4,0.432,1.8,3.9,0.464,0.534,1.4,1.7,0.85,0.4,2.1,2.5,3.9,0.7,0.3,1.4,2.2,8.1,-2.3
299,"George King","SF",28,"DAL",4,0,4.8,0,1.3,0,0,1,0,0,0.3,0,0,0.3,0.5,0.5,0,1.3,1.3,0,0,0,0.3,1,0.3,-19.9
367,"Sam Merrill","SG",25,"MEM",6,0,9.7,1.3,4,0.333,1.2,3.8,0.304,0.2,0.2,1,0.479,0.3,0.7,0.5,0.2,1,1.2,0.7,0,0,0.3,0.5,4.2,-5.7
