Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,BPM
122,Cade Cunningham,PG,20,DET,44,44,31.8,6,15.2,0.394,2,6.2,0.327,4,9,0.439,0.46,1.8,2,0.856,0.9,4.5,5.5,5.2,1.3,0.7,3.5,3,15.7,-2.4
123,Seth Curry,SG,31,TOT,48,48,34.7,5.8,11.9,0.485,2.3,5.7,0.41,3.4,6.2,0.554,0.583,1.4,1.5,0.878,0.4,3,3.4,4.1,0.8,0.2,1.9,2.2,15.2,-0.9
124,Stephen Curry,PG,33,GSW,54,54,34.8,8.4,19.6,0.427,4.6,12.3,0.379,3.7,7.3,0.509,0.546,4.4,4.8,0.919,0.6,4.7,5.3,6.3,1.4,0.4,3.2,2.1,25.8,6
125,Anthony Davis,C,28,LAL,37,37,35.1,9.2,17.2,0.537,0.3,1.8,0.182,8.9,15.4,0.578,0.546,4.4,6.1,0.709,2.8,6.9,9.7,2.9,1.2,2.3,2.1,2.5,23.1,3.9
126,Ed Davis,C,32,CLE,19,3,7.5,0.5,0.7,0.643,0,0,,0.5,0.7,0.643,0.643,0.2,0.4,0.375,0.4,1.9,2.3,0.3,0.2,0.4,0.3,1.4,1.1,-1.8
127,Terence Davis,SG,24,SAC,30,11,17.9,3.8,8.9,0.423,1.6,5,0.329,2.1,3.9,0.542,0.515,1.2,1.5,0.818,0.4,2.8,3.1,1.3,0.8,0.4,1.1,2.3,10.4,-0.8
128,Gabriel Deck,PF,26,OKC,7,0,8,1.1,2,0.571,0.3,0.6,0.5,0.9,1.4,0.6,0.643,0,0,,0.1,0.7,0.9,0.7,0.1,0,0.3,0.3,2.6,-2.6
129,Dewayne Dedmon,C,32,MIA,50,15,16.4,2.6,4.5,0.58,0.3,0.6,0.516,2.3,3.9,0.591,0.616,1.1,1.4,0.778,1.8,4.3,6.1,0.7,0.4,0.5,1.1,2.4,6.6,-0.3
130,Sam Dekker,PF,27,TOR,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,-9.4
131,Javin DeLaurier,C,23,MIL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,1,0,0,1,0,7
132,DeMar DeRozan,PF,32,CHI,55,55,35.6,10.3,19.9,0.517,0.6,1.8,0.343,9.7,18.1,0.535,0.533,6.9,8,0.866,0.8,4.4,5.2,5.1,0.9,0.3,2.3,2.2,28.1,3.3
133,Mamadi Diakite,PF,25,OKC,13,3,14.5,1.9,3.6,0.532,0,0.4,0,1.9,3.2,0.595,0.532,0.5,0.8,0.545,1.3,3.2,4.5,0.2,0.4,0.7,0.5,2.5,4.3,-4.8
134,Cheick Diallo,C,25,DET,3,0,10.3,1,2.7,0.375,0,0,,1,2.7,0.375,0.375,1.7,2,0.833,1.3,2.7,4,0,0.3,0,0.3,2,3.7,-7.8
135,Hamidou Diallo,SG,23,DET,51,29,22.6,4.5,9.2,0.494,0.4,1.6,0.241,4.2,7.6,0.548,0.515,1.6,2.4,0.65,1.2,3.7,4.9,1.3,1.2,0.3,1,2.6,11.1,-0.9
136,Gorgui Dieng,C,32,ATL,37,3,9,1.2,2.6,0.479,0.6,1.5,0.426,0.6,1.1,0.548,0.599,0.5,0.6,0.708,0.9,2.2,3,0.8,0.3,0.4,0.5,1.2,3.6,1.7
137,Spencer Dinwiddie,PG,28,TOT,46,44,30.1,4.1,10.9,0.378,1.5,5,0.307,2.6,5.9,0.439,0.449,2.5,3.2,0.785,0.8,3.8,4.6,5.7,0.6,0.2,1.6,2.4,12.3,-1
138,Donte DiVincenzo,SG,25,TOT,20,0,20.8,2.4,7.3,0.322,1.3,4.6,0.272,1.1,2.7,0.407,0.408,1.6,1.8,0.886,1,2.7,3.7,2.1,0.9,0.2,1.5,1.4,7.5,-4.3
139,Luka Dončić,PG,22,DAL,44,44,35.4,9.7,21.7,0.449,2.8,8.3,0.335,7,13.4,0.52,0.513,5.3,7.3,0.731,0.9,8.3,9.2,9,1.1,0.5,4.4,2.4,27.5,7.7
140,Luguentz Dort,SF,22,OKC,51,51,32.6,5.7,14.2,0.404,2.5,7.7,0.332,3.2,6.6,0.487,0.493,3.2,3.7,0.843,0.7,3.4,4.2,1.7,0.9,0.4,1.7,2.9,17.2,-2.1
141,Ayo Dosunmu,SG,22,CHI,54,20,25.9,3.2,6.2,0.523,0.9,2.3,0.407,2.3,3.9,0.59,0.598,0.8,1.1,0.677,0.3,2.5,2.8,3.1,0.7,0.4,1.2,2.2,8.1,-1.6
142,Damyean Dotson,SG,27,NYK,2,0,10.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,0,,0,1,1,0.5,0,0,0,0,2,-5.1
143,Devon Dotson,PG,22,CHI,11,0,7.7,1,2.1,0.478,0.2,0.8,0.222,0.8,1.3,0.643,0.522,0.5,0.8,0.556,0.1,0.7,0.8,1.4,0.1,0,0.5,1,2.6,-4.7
144,Sekou Doumbouya,PF,21,LAL,2,0,8,2.5,4,0.625,0.5,1,0.5,2,3,0.667,0.688,1.5,2,0.75,1,2,3,0,1.5,1,1,0.5,7,19
145,Jeff Dowtin,PG,24,TOT,5,0,6.2,0.6,1.4,0.429,0,0.4,0,0.6,1,0.6,0.429,0,0,,0.2,1.2,1.4,0.6,0,0.2,0.2,0.4,1.2,-5.5
146,PJ Dozier,SG,25,DEN,18,0,18.9,2,5.5,0.364,0.8,2.7,0.313,1.2,2.8,0.412,0.439,0.6,0.7,0.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4,-2
147,Goran Dragić,PG,35,TOR,5,2,18,2.6,6.8,0.382,0.8,2.8,0.286,1.8,4,0.45,0.441,2,2,1,0.4,2.4,2.8,1.8,1,0.2,0.2,1.6,8,1.9
148,Andre Drummond,C,28,TOT,52,15,18.6,2.7,5.1,0.53,0,0,0,2.7,5,0.534,0.53,0.9,1.8,0.495,2.8,6.2,9,2,1.2,0.9,1.6,2.5,6.3,1.2
149,Chris Duarte,SG,24,IND,50,38,28.7,5,11.5,0.435,1.7,4.8,0.364,3.3,6.7,0.485,0.51,1.7,2.1,0.792,0.7,3.4,4.1,2.2,1,0.2,1.7,1.7,13.4,-1.8
150,David Duke Jr.,PG,22,BRK,19,7,16.4,1.9,5.2,0.367,0.5,1.8,0.257,1.4,3.3,0.429,0.413,0.8,1,0.842,1.6,1.8,3.4,0.8,0.6,0.4,0.4,1.7,5.1,-3.5
151,Kevin Durant,PF,33,BRK,36,36,36.5,10.5,20.3,0.52,1.9,5,0.372,8.7,15.3,0.568,0.566,6.3,7.1,0.894,0.6,6.9,7.4,5.8,0.8,0.9,3,1.9,29.3,7.4
152,Jaime Echenique,C,24,WAS,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,-8.2
153,Anthony Edwards,SG,20,MIN,53,53,34.6,7.8,18,0.435,3.1,8.7,0.355,4.8,9.3,0.51,0.521,3.1,4,0.776,0.9,3.9,4.8,3.6,1.5,0.7,2.8,2.3,21.9,1.1
154,Kessler Edwards,SF,21,BRK,28,20,24.6,2.5,6.4,0.394,1.1,3.3,0.33,1.5,3.2,0.461,0.478,0.3,0.4,0.8,1,3.2,4.3,0.6,0.8,0.6,1,2,6.4,-4.6
155,Rob Edwards,SG,25,OKC,2,0,5.5,0.5,2,0.25,0.5,2,0.25,0,0,,0.375,0,0,,0,1.5,1.5,0,0,0,0.5,0,1.5,-11.2
156,CJ Elleby,SF,21,POR,35,7,15.1,1.6,4.1,0.392,0.5,1.8,0.29,1.1,2.3,0.469,0.455,0.6,0.7,0.808,0.9,2.1,2.9,1.1,0.5,0.2,0.5,1.6,4.3,-3.8
157,Wayne Ellington,SG,34,LAL,35,9,18.9,2.1,5.3,0.392,1.9,4.8,0.385,0.2,0.5,0.471,0.567,0.1,0.1,0.8,0.3,1.5,1.7,0.7,0.5,0.1,0.4,1,6.1,-1.8
158,Joel Embiid,C,27,PHI,46,46,32.9,9.5,19.3,0.495,1.3,3.7,0.369,8.2,15.6,0.524,0.53,9.2,11.3,0.813,2,9.2,11.2,4.5,1,1.4,3,2.6,29.6,9.9
159,James Ennis III,SF,31,TOT,7,0,8,1.6,3.4,0.458,0.4,1.1,0.375,1.1,2.3,0.5,0.521,0.6,0.7,0.8,0.7,1,1.7,0.4,0.3,0.3,0.3,0.7,4.1,-1
160,Drew Eubanks,C,24,SAS,49,9,12.1,1.7,3.2,0.528,0,0.2,0.125,1.7,3.1,0.55,0.531,1.2,1.6,0.747,1.3,2.7,4,1,0.3,0.6,0.9,1.2,4.7,-1.3
161,Tacko Fall,C,26,CLE,11,1,5.4,0.5,1.1,0.417,0,0,,0.5,1.1,0.417,0.417,0.2,0.6,0.286,0.6,1.5,2.1,0.2,0,0.5,0.3,0.3,1.1,-3.3
162,Derrick Favors,C,30,OKC,38,17,16.7,2.4,4.7,0.517,0.1,0.4,0.125,2.4,4.3,0.556,0.522,0.4,0.6,0.609,1.5,3.2,4.8,0.6,0.4,0.3,0.2,1.6,5.3,-2.2
163,Bruno Fernando,C,23,TOT,22,0,3.2,0.5,1,0.5,0,0.1,0.5,0.5,0.9,0.5,0.523,0.3,0.4,0.75,0.5,0.5,1,0.2,0,0.1,0.3,0.4,1.3,-4.9
164,Dorian Finney-Smith,PF,28,DAL,58,58,32.9,3.7,8.4,0.442,1.9,5.1,0.372,1.8,3.3,0.55,0.555,0.8,1.1,0.682,1.6,3.2,4.8,1.9,1.2,0.5,1.1,2.3,10.1,0.3
165,Malik Fitts,PF,24,UTA,7,0,5,0.3,1.3,0.222,0.3,0.6,0.5,0,0.7,0,0.333,0,0,,0,1.4,1.4,0,0,0,0.3,0.4,0.9,-9.8
166,Malachi Flynn,PG,23,TOR,34,1,9,1.1,3.1,0.355,0.5,1.6,0.291,0.6,1.5,0.423,0.43,0.2,0.3,0.667,0.2,0.9,1.1,1.1,0.4,0.1,0.3,0.9,2.9,-3.4
167,Bryn Forbes,SG,28,TOT,55,1,17.8,3.4,7.8,0.438,1.6,3.9,0.421,1.8,3.9,0.455,0.543,1.1,1.2,0.906,0.1,1.3,1.5,1.1,0.4,0.1,0.8,1.2,9.5,-2.4
168,Aleem Ford,SF,24,ORL,5,0,14.8,1.2,4,0.3,0.4,3,0.133,0.8,1,0.8,0.35,0,0,,0.4,2.6,3,0.4,0.2,0,0.8,1.4,2.8,-11.3
169,Trent Forrest,PG,23,UTA,46,4,12.2,1.3,2.4,0.532,0.1,0.4,0.222,1.2,2,0.593,0.55,0.6,0.8,0.806,0.4,1.3,1.7,1.5,0.5,0.1,0.8,0.7,3.2,-0.8
170,Evan Fournier,SG,29,NYK,57,57,29.5,5.2,12.3,0.424,3,7.6,0.394,2.2,4.8,0.471,0.545,1.1,1.5,0.723,0.5,2.4,2.9,1.9,1,0.3,1.4,2.1,14.5,-0.8
171,De'Aaron Fox,PG,24,SAC,48,48,34.4,8.2,17.6,0.464,1,3.8,0.271,7.1,13.8,0.517,0.493,4.4,5.9,0.754,0.5,3.4,3.9,5.1,1.1,0.4,2.8,2.9,21.8,-1.4
172,Tim Frazier,PG,31,ORL,10,3,20,1.3,4.3,0.302,0.6,1.7,0.353,0.7,2.6,0.269,0.372,0.5,0.9,0.556,0.5,1.4,1.9,3.3,0.3,0.1,1.3,2.4,3.7,-8
173,Enes Freedom,C,29,BOS,35,1,11.7,1.5,2.8,0.526,0.1,0.1,0.4,1.4,2.6,0.533,0.536,0.7,0.8,0.857,1.7,2.8,4.6,0.2,0.1,0.4,0.6,1.2,3.7,-1.6
174,Wenyen Gabriel,PF,24,TOT,7,0,6.7,0.7,1.9,0.385,0.3,0.7,0.4,0.4,1.1,0.375,0.462,0.3,0.6,0.5,0.7,1.4,2.1,0.3,0.1,0.3,0.4,1.6,2,-7.4
175,Daniel Gafford,C,23,WAS,49,46,20.4,3.7,5.6,0.673,0,0,,3.7,5.6,0.673,0.673,1.3,1.8,0.75,2.3,3.7,6,1,0.4,1.5,0.9,2.4,8.8,1.9
176,Danilo Gallinari,PF,33,ATL,47,4,23.4,3.3,7.9,0.418,1.6,4,0.395,1.7,3.9,0.443,0.519,2.3,2.6,0.917,0.6,3.8,4.4,1.4,0.5,0.2,0.6,1.4,10.6,-0.3
177,Langston Galloway,SG,30,TOT,7,0,15.3,0.9,3.7,0.231,0.3,2.3,0.125,0.6,1.4,0.4,0.269,0,0,,0.4,2.1,2.6,1.7,0.1,0,0.9,1,2,-9.8
178,Darius Garland,PG,22,CLE,47,47,34.6,7.8,16.3,0.477,2.6,6.8,0.378,5.2,9.5,0.547,0.555,2.2,2.4,0.911,0.5,2.8,3.3,8,1.2,0.1,3.7,1.7,20.3,2.5
179,Marcus Garrett,SG,23,MIA,12,0,10.7,0.4,1.8,0.238,0.1,0.3,0.25,0.3,1.4,0.235,0.262,0.2,0.4,0.4,0.8,1.2,1.9,0.6,0.4,0.3,0.2,1.3,1.1,-5.3
180,Usman Garuba,PF,19,HOU,15,0,7,0.5,1.6,0.333,0.1,0.9,0.154,0.4,0.7,0.545,0.375,0.1,0.1,0.5,0.6,1.7,2.3,0.5,0.5,0.4,0.2,0.6,1.3,-0.5
181,Luka Garza,C,23,DET,29,5,11.7,1.9,4.3,0.444,0.5,1.4,0.341,1.4,2.9,0.494,0.5,0.9,1.4,0.643,1.7,1.3,3,0.6,0.3,0.1,0.6,1.7,5.2,-3.4
182,Rudy Gay,PF,35,UTA,35,1,20,3.1,7.3,0.418,1.4,4.1,0.34,1.7,3.2,0.518,0.514,1.4,1.8,0.79,1,3.6,4.6,1.1,0.6,0.3,0.9,1.9,8.9,-0.1
183,Paul George,SF,31,LAC,26,26,35.5,9,21.4,0.421,2.7,8.3,0.323,6.3,13,0.484,0.484,4,4.5,0.88,0.4,6.7,7.1,5.5,2,0.4,4.2,2.5,24.7,3
184,Taj Gibson,C,36,NYK,39,4,18.3,1.5,2.9,0.526,0.2,0.6,0.364,1.3,2.4,0.565,0.561,0.6,0.8,0.758,1.6,2.8,4.5,0.6,0.4,0.8,0.6,2.8,3.9,-2.9
185,Josh Giddey,SG,19,OKC,53,53,31.4,5.2,12.4,0.418,1.1,4,0.267,4.1,8.4,0.49,0.461,1,1.5,0.705,1.8,6,7.8,6.4,0.9,0.4,3.2,1.6,12.4,-0.9
186,Shai Gilgeous-Alexander,PG,23,OKC,43,43,34.6,7.8,18.3,0.424,1.6,5.6,0.278,6.2,12.7,0.488,0.466,5.6,6.9,0.811,0.7,4,4.7,5.5,1.1,0.8,2.4,2.3,22.7,2.7
187,Anthony Gill,PF,29,WAS,26,0,8.7,1.3,2,0.623,0.3,0.4,0.636,1,1.6,0.619,0.689,0.8,1.1,0.714,0.7,0.8,1.5,0.5,0.2,0.2,0.4,1.5,3.6,-1.8
188,Freddie Gillespie,PF,24,ORL,9,2,13.2,1,2.4,0.409,0,0.1,0,1,2.3,0.429,0.409,0.3,0.8,0.429,1.4,2.6,4,0.6,0.3,1,0.6,2,2.3,-4.6
189,Rudy Gobert,C,29,UTA,44,44,32.1,5.6,7.9,0.711,0,0,0,5.6,7.8,0.715,0.711,4.5,6.5,0.689,3.5,11.3,14.8,1.2,0.8,2.3,1.8,2.7,15.7,5.3
190,Brandon Goodwin,PG,26,CLE,16,3,15.9,2.1,5.3,0.388,0.8,2,0.375,1.3,3.3,0.396,0.459,0.4,0.9,0.5,0.4,1.9,2.4,3.1,1,0,1.1,1.4,5.3,-1
191,Jordan Goodwin,SG,23,WAS,2,0,3,0,1.5,0,0,0.5,0,0,1,0,0,0,0,,0,0.5,0.5,0,0,0,0,0.5,0,-33.9
192,Aaron Gordon,PF,26,DEN,53,53,31.8,5.6,10.9,0.516,1.2,3.5,0.333,4.5,7.4,0.604,0.57,2.1,2.8,0.735,1.7,4.1,5.8,2.6,0.7,0.5,1.8,1.9,14.5,-0.1
193,Eric Gordon,SG,33,HOU,47,36,29.7,5,10.5,0.482,2.3,5.4,0.417,2.8,5.1,0.55,0.589,1.9,2.6,0.758,0.3,1.7,2,3,0.5,0.4,2,1.1,14.3,-1.8
194,Devonte' Graham,PG,26,NOP,55,54,30.7,4.3,11.9,0.36,2.8,8.1,0.342,1.5,3.7,0.4,0.478,1.6,1.9,0.841,0.5,2.1,2.6,4.4,0.9,0.1,1.5,1.5,13,-1.4
195,Jerami Grant,PF,27,DET,33,33,32.2,6.3,15.1,0.416,1.8,5.2,0.339,4.5,9.9,0.456,0.474,4.7,5.6,0.842,0.7,3.6,4.3,2.5,1,1.1,2,2.2,19,0.4
196,Hassani Gravett,PG,25,ORL,8,3,21.4,2.3,4.8,0.474,1.4,3.3,0.423,0.9,1.5,0.583,0.618,0.4,0.5,0.75,0.1,2.5,2.6,2.5,0.6,0.1,1.1,1.6,6.3,-2.2
197,Danny Green,SF,34,PHI,40,25,23,2.2,5.6,0.399,1.8,4.7,0.376,0.5,0.9,0.514,0.556,0.2,0.3,0.9,0.5,1.9,2.4,1,1,0.7,0.9,1.7,6.4,-0.7
198,Draymond Green,PF,31,GSW,34,34,29.9,3.2,5.9,0.537,0.4,1.2,0.286,2.8,4.7,0.604,0.567,1.2,2,0.597,1.1,6.4,7.6,7.4,1.4,1.2,3.1,2.8,7.9,3.9
199,Jalen Green,SG,19,HOU,43,43,30.4,4.9,12.6,0.387,1.9,6.2,0.311,2.9,6.3,0.462,0.464,2.9,3.6,0.818,0.4,2.7,3.1,2.3,0.6,0.2,2.2,1.6,14.6,-4.9
200,JaMychal Green,PF,31,DEN,45,7,14.9,2.3,5,0.451,0.6,2.2,0.265,1.7,2.8,0.594,0.509,1.2,1.4,0.869,1,2.7,3.7,0.8,0.7,0.4,0.9,2.2,6.3,-1.6
201,Javonte Green,SF,28,CHI,42,31,24.2,2.8,5.2,0.546,0.5,1.5,0.349,2.3,3.7,0.626,0.596,1.5,1.8,0.824,1.6,2.8,4.4,1.1,0.9,0.5,0.6,2.1,7.6,-0.2
202,Jeff Green,C,35,DEN,54,42,24.5,3.7,7.3,0.51,0.8,2.4,0.323,3,4.9,0.602,0.563,2.1,2.6,0.827,0.6,2.6,3.1,1.2,0.3,0.4,0.9,2.1,10.4,-2.5
203,Josh Green,SG,21,DAL,44,2,14.4,1.8,3.5,0.503,0.3,0.9,0.308,1.5,2.6,0.569,0.542,0.6,0.8,0.714,0.7,1.5,2.2,1.3,0.7,0.2,0.5,1.7,4.4,-0.3
204,Blake Griffin,PF,32,BRK,48,24,18.2,2.5,6,0.42,0.6,2.7,0.24,1.9,3.3,0.567,0.474,1.1,1.5,0.729,1.2,3.2,4.4,2,0.5,0.3,0.5,1.8,6.7,-0.7
205,Quentin Grimes,SG,21,NYK,39,6,17.8,2.3,5.4,0.421,1.7,4.3,0.398,0.6,1.1,0.512,0.579,0.3,0.4,0.647,0.6,1.4,2,1,0.7,0.3,0.6,1.5,6.5,-0.1
206,Kyle Guy,SG,24,MIA,15,0,11.7,1.7,4,0.433,0.9,2.3,0.4,0.8,1.7,0.48,0.55,0.5,0.7,0.7,0.1,0.7,0.9,1.1,0.5,0.1,0.8,0.8,4.9,-2.1
207,Rui Hachimura,PF,23,WAS,18,0,18.3,3.3,7.3,0.455,1,2.2,0.462,2.3,5.2,0.452,0.523,1.2,1.6,0.786,0.4,2.9,3.3,1,0.6,0.3,0.7,0.9,8.9,-1.2
208,Tyrese Haliburton,SG-PG,21,TOT,55,55,34.8,5.4,11.7,0.46,2.1,5.1,0.417,3.2,6.6,0.493,0.551,1.8,2.2,0.833,0.7,3.2,3.9,7.7,1.7,0.6,2.3,1.4,14.7,2.7
209,Tyler Hall,SG,24,NYK,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,-8.8
210,R.J. Hampton,SG,20,ORL,42,1,19.4,2.5,6.7,0.382,0.9,2.5,0.364,1.6,4.1,0.393,0.452,1.1,1.9,0.608,0.3,2.6,2.9,2.4,0.7,0.2,1.3,1.5,7.2,-3.4
211,Tim Hardaway Jr.,SG,29,DAL,42,20,29.6,5,12.6,0.394,2.4,7.2,0.336,2.5,5.4,0.473,0.491,1.9,2.5,0.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2,-0.1
212,James Harden,PG,32,BRK,44,44,37,6.6,16,0.414,2.3,7,0.332,4.3,9.1,0.476,0.486,6.9,8,0.869,1,7,8,10.2,1.3,0.7,4.8,2.4,22.5,4.1
213,Maurice Harkless,SF,28,SAC,41,22,19.9,1.9,4.2,0.454,0.7,2.4,0.309,1.2,1.9,0.636,0.54,0.5,0.7,0.714,0.3,2.3,2.6,0.5,0.7,0.6,0.7,1.7,5.1,-3.2
214,Jared Harper,PG,24,NOP,2,0,5,1.5,3.5,0.429,0.5,1,0.5,1,2.5,0.4,0.5,0,0,,0.5,0,0.5,1.5,0,0.5,0.5,1,3.5,3.4
215,Montrezl Harrell,C,28,TOT,50,3,24.9,5.5,8.5,0.646,0.1,0.3,0.267,5.4,8.2,0.659,0.65,3.3,4.6,0.713,2.2,4.6,6.8,2,0.4,0.7,1.1,2,14.4,4.6
216,Gary Harris,SG,27,ORL,52,30,29.4,4.1,9.4,0.441,1.9,5,0.38,2.3,4.4,0.509,0.541,1.3,1.5,0.848,0.6,1.5,2.1,1.9,0.9,0.2,1.1,1.9,11.4,-2.8
217,Joe Harris,SF,30,BRK,14,14,30.2,4,8.9,0.452,2.9,6.3,0.466,1.1,2.6,0.417,0.617,0.4,0.4,0.833,0.4,3.6,4,1,0.5,0.1,1.1,2.2,11.3,-1.5
218,Tobias Harris,PF,29,PHI,49,49,35.3,7.3,15,0.484,1.2,3.4,0.345,6.1,11.7,0.524,0.523,2.9,3.4,0.851,1.1,6.2,7.3,3.7,0.6,0.7,1.8,2,18.7,0.5
219,Shaquille Harrison,SG,28,BRK,2,0,11.5,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0.5,1.5,2,1.5,0.5,0.5,1,1.5,2,-8.2
220,Josh Hart,PF-SG,26,TOT,44,43,33.7,5,9.7,0.514,1.2,3.4,0.351,3.8,6.3,0.604,0.576,2.9,3.9,0.754,1.3,6.3,7.6,4.1,1.1,0.3,2.1,2.9,14.1,0.9
221,Isaiah Hartenstein,C,23,LAC,47,0,16.1,3.1,5,0.621,0.1,0.2,0.444,3,4.8,0.628,0.63,1.1,1.7,0.667,1.5,2.9,4.4,1.9,0.7,1.1,1.1,2.4,7.4,3.8
222,Udonis Haslem,C,41,MIA,9,0,6.3,1.2,2.4,0.5,0.1,0.2,0.5,1.1,2.2,0.5,0.523,0.3,0.3,1,0.4,1.6,2,0.3,0.1,0.1,0.3,1.2,2.9,-2.4
223,Sam Hauser,SF,24,BOS,11,0,4.9,0.6,1.7,0.368,0.6,1.7,0.368,0,0,,0.553,0,0,,0.1,0.5,0.6,0.4,0.1,0.1,0,0.4,1.9,1.9
224,Jaxson Hayes,C,21,NOP,47,5,17,3.3,5.1,0.647,0.1,0.6,0.269,3.1,4.5,0.693,0.662,2,2.6,0.767,1.4,2.5,3.9,0.5,0.4,0.7,0.7,2.3,8.7,0.3
225,Killian Hayes,PG,20,DET,46,33,24.4,2.3,6.4,0.361,0.7,2.5,0.274,1.7,4,0.415,0.414,0.9,1.1,0.816,0.5,2.4,2.9,4.1,1,0.5,1.7,2.7,6.2,-4.4
226,Gordon Hayward,SF,31,CHO,48,48,32.2,5.9,12.7,0.46,1.8,4.5,0.39,4.1,8.2,0.499,0.529,2.6,3.1,0.846,0.8,3.8,4.6,3.6,1,0.5,1.7,1.8,16.1,-0.7
227,Aaron Henry,SF,22,PHI,6,0,2.8,0.2,0.8,0.2,0,0.2,0,0.2,0.7,0.25,0.2,0,0,,0,0.2,0.2,0,0,0.3,0.3,0.3,0.3,-16.5
228,Juancho Hernangómez,PF,26,TOT,25,0,6.1,0.3,1.4,0.235,0.2,0.9,0.182,0.2,0.5,0.333,0.294,0.4,0.5,0.692,0.5,1.1,1.6,0.2,0.2,0.1,0.4,0.3,1.2,-6.3
229,Willy Hernangómez,C,27,NOP,31,6,16.3,3.4,6.4,0.533,0.1,0.2,0.429,3.3,6.1,0.537,0.541,2,2.7,0.747,2.6,4.2,6.9,1.3,0.4,0.3,1,1.9,8.9,1
230,Tyler Herro,SG,22,MIA,46,10,32.7,7.4,17.3,0.427,2.5,6.7,0.374,4.9,10.6,0.461,0.5,2.7,3.1,0.879,0.6,4.2,4.8,3.9,0.6,0.2,2.8,1.5,20,-0.6
231,Buddy Hield,SG,29,TOT,59,10,29.3,5,12.9,0.389,3.3,9.1,0.366,1.7,3.8,0.442,0.518,1.4,1.6,0.866,0.8,3.4,4.2,2.1,0.8,0.3,1.6,2.1,14.8,-1.1
232,Haywood Highsmith,SF,25,MIA,6,0,11.8,1.3,3.5,0.381,1,2.5,0.4,0.3,1,0.333,0.524,0,0.3,0,0.5,1,1.5,0,0,0.2,0.2,1,3.7,-4.1
233,George Hill,SG,35,MIL,41,16,25.5,2.5,5.7,0.436,0.9,2.9,0.316,1.6,2.9,0.556,0.515,1.2,1.2,0.96,0.9,2.4,3.2,2.5,0.8,0.1,0.9,1.4,7,-1.3
234,Malcolm Hill,SF-SG,26,TOT,16,0,12.3,1.4,3,0.479,0.8,2.1,0.394,0.6,0.9,0.667,0.615,0.7,0.9,0.786,0.7,1.3,2,0.3,0.4,0.2,0.1,1.3,4.4,-1.3
235,Solomon Hill,PF,30,ATL,13,1,10.7,0.2,1.5,0.15,0.2,1,0.154,0.1,0.5,0.143,0.2,0,0,,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6,-4
236,Nate Hinton,SG,22,IND,2,0,1,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0,0,0,0,0,0.5,0,0,-42.4
237,Jaylen Hoard,SF,22,OKC,1,0,2,0,1,0,0,0,,0,1,0,0,0,0,,1,1,2,0,0,0,0,0,0,-13
238,Aaron Holiday,PG,25,TOT,44,14,16,2.5,5.2,0.48,0.6,1.7,0.37,1.9,3.5,0.532,0.54,0.6,0.8,0.8,0.2,1.4,1.7,2,0.6,0.2,1,1.5,6.2,-1.8
239,Jrue Holiday,PG,31,MIL,47,44,33,7.2,14.2,0.507,1.9,4.6,0.407,5.3,9.6,0.554,0.572,1.9,2.5,0.759,1,3.6,4.6,6.6,1.5,0.5,2.7,2,18.1,3
240,Justin Holiday,SF-SG,32,TOT,53,44,29.2,3.9,9.5,0.409,2.6,6.9,0.378,1.3,2.6,0.493,0.547,0.7,0.8,0.837,0.4,2.3,2.7,1.9,0.7,0.4,1,2.2,11,-1.7
241,Richaun Holmes,C,28,SAC,41,37,24.7,4.6,6.9,0.669,0,0.1,0.4,4.6,6.8,0.674,0.673,1.6,2.1,0.77,2.1,5.2,7.4,1.1,0.4,1,1.3,2.9,11,-0.2
242,Rodney Hood,SF-SG,29,TOT,41,0,14.5,1.1,3.2,0.348,0.6,2,0.3,0.5,1.3,0.423,0.439,0.3,0.3,0.929,0.3,1.3,1.7,0.8,0.3,0.1,0.2,0.7,3.1,-3.7
243,Scotty Hopson,SG,32,OKC,1,0,18,2,4,0.5,0,1,0,2,3,0.667,0.5,0,0,,0,1,1,1,0,0,2,1,4,-11.6
244,Al Horford,C,35,BOS,51,51,28.3,3.8,8.5,0.445,1.2,4,0.307,2.6,4.5,0.565,0.516,1.3,1.5,0.835,1.5,6,7.5,3.4,0.6,1.3,1,1.8,10.1,3.6
245,Talen Horton-Tucker,SG,21,LAL,42,15,25.9,3.6,8.7,0.41,0.8,3,0.273,2.7,5.7,0.483,0.458,1.5,1.9,0.8,0.6,2.7,3.4,2.7,0.9,0.6,1.5,2.5,9.5,-3.7
